schema_version,evidence_class,measurement_warning,stratum,setting_id,cluster_id,seed,requests,throughput_tokens_per_s,p95_tbt_ms,request_slo_miss_rate,target_launches_per_request,mean_batch,draft_launches_per_request,cache_hit_rate,restricted_next_ready_delay_ms,next_round_unready_rate,mean_ttft_ms,ready_within_5ms_rate,remote_attempts_per_request,cache_evictions_per_request,trace_payload_sha256
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0012,12,48,2952.654101485808,14.427999999999997,0.5208333333333333,1.5,4.347222222222222,2.2916666666666665,,,,,,,,d8dc68fb64eaa38f32a525456dc7cb5c34f25a3f87efea7a234fa8aa56d3e9b7
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0013,13,48,2977.1567858437343,13.29849999999999,0.47916666666666663,1.5,4.305555555555555,2.2291666666666665,,,,,,,,980ed77a2ea91e9eaef058632e9ccb726bfed90f4b0dff7807a84125ba32c400
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0014,14,48,2920.422963330994,14.392000000000024,0.5,1.5208333333333333,4.3561643835616435,2.3125,,,,,,,,fb9e608ea5276abac57644a8ff6c3d09b7a8114efc10829cdfd0387e60f214ab
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0015,15,48,2952.7461494309578,10.658500000000004,0.45833333333333337,1.4583333333333333,4.457142857142857,2.1875,,,,,,,,71639e84cd541d4e715dfd74241d054d661332e2c79a64852bb48680f3f72b76
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0016,16,48,2958.6448606581494,9.028999999999996,0.47916666666666663,1.5416666666666667,4.297297297297297,2.4583333333333335,,,,,,,,e8495dd88e010172ba2c81047b89ae4d6c902d6eb16abccc2dc103bc3bccef56
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0017,17,48,2909.922236874858,14.463999999999999,0.5416666666666667,1.5416666666666667,4.391891891891892,2.3958333333333335,,,,,,,,1a8b3a60fd23a67e2f8aecd3ddcd9f493a0d494fa13886ddde30c78127a2b9fa
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0018,18,48,2941.829885054526,11.35697499999987,0.5416666666666667,1.4166666666666667,4.617647058823529,2.2083333333333335,,,,,,,,c06b1200fd001e923d52ab353f5f676ce364751ce3b33502f007eb08057cc84e
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0019,19,48,2946.8572395956808,12.665500000000009,0.5,1.4166666666666667,4.544117647058823,2.1458333333333335,,,,,,,,112f32c2b45e7a881f7f8c53a994d1219f59c6fcc0641d103dfbcb6f63a5281f
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0020,20,48,2910.147957934332,14.039500000000032,0.4375,1.5416666666666667,4.324324324324325,2.3541666666666665,,,,,,,,dcd6bcc11351f68bfb2280ae484384c922a84af4243fa8b837dc380237bc083e
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0021,21,48,2926.7450021688355,14.4712,0.47916666666666663,1.4791666666666667,4.436619718309859,2.3125,,,,,,,,92bc83f02f60c830b97a97cd04643cf0a9e45d30d77b6d57e50e6b6eb65983f4
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0022,22,48,2871.813574325197,14.518000000000029,0.5833333333333333,1.5416666666666667,4.405405405405405,2.3541666666666665,,,,,,,,935b2077d6f797687ea406bae26348f6d43b7195d3f9140c48beb67a79533c34
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0023,23,48,2831.230126076155,13.478499999999997,0.5,1.6458333333333333,4.265822784810126,2.4791666666666665,,,,,,,,e12f9eaa7768c756d39f94b992b36cdfd7a945964d164c417399b331cf8e6fd7
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0024,24,48,2909.3492174443095,14.373999999999995,0.5208333333333333,1.625,4.269230769230769,2.3541666666666665,,,,,,,,90e5517f4bdc342beea79ee8e5640ce4146b62420885f94ade219d3eba6f2f54
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0025,25,48,2913.7000897813673,14.488299999999983,0.5208333333333333,1.6666666666666667,4.05,2.4375,,,,,,,,dee20dcfe541d26527d31bb8fa7444ba517e1480ca409c7c50ddebc080e13dc9
